0,1,2,3,4,5,6
BCAA,Growth,75.72,60,Centro-Oeste,2024-02-10,1
Creatina,Probiótica,81.82,53,Centro-Oeste,2024-02-07,2
Creatina,Dark Lab,78.25,60,Centro-Oeste,2024-02-06,1
Pré-Treino,Dark Lab,123.9,85,Norte,2024-01-09,3
Whey,Probiótica,147.81,93,Nordeste,2024-02-13,10
BCAA,Dark Lab,112.11,70,Norte,2024-01-17,6
BCAA,Growth,69.8,60,Sul,2024-01-04,2
Whey,Integral Médica,126.47,92,Sudeste,2024-01-21,2
Hiper Calórico,Growth,135.03,110,Sudeste,2024-02-01,6
Hiper Calórico,Growth,147.14,110,Sul,2024-01-09,5
Hiper Calórico,Growth,149.05,110,Sul,2024-01-01,7
Creatina,Max Titanium,75.55,55,Sudeste,2024-01-20,10
Pré-Treino,Growth,110.29,70,Norte,2024-02-21,6
Hiper Calórico,Max Titanium,153.89,115,Sul,2024-02-27,5
Whey,Integral Médica,136.0,92,Sudeste,2024-01-13,9
BCAA,Probiótica,85.06,63,Centro-Oeste,2024-02-18,4
Whey,Growth,128.09,90,Sul,2024-01-31,8
Hiper Calórico,Growth,169.53,110,Centro-Oeste,2024-02-17,7
Hiper Calórico,Growth,152.17,110,Sudeste,2024-01-15,7
Hiper Calórico,Growth,153.14,110,Norte,2024-02-09,5
Hiper Calórico,Probiótica,155.28,113,Sul,2024-02-03,8
Hiper Calórico,Dark Lab,166.95,120,Centro-Oeste,2024-02-04,10
Creatina,Integral Médica,69.87,52,Sudeste,2024-01-02,9
Creatina,Max Titanium,90.07,55,Norte,2024-01-18,8
Whey,Probiótica,126.39,93,Centro-Oeste,2024-01-17,1
Pré-Treino,Probiótica,100.64,73,Centro-Oeste,2024-02-24,5
Whey,Max Titanium,132.31,95,Sudeste,2024-01-03,5
Whey,Probiótica,151.97,93,Nordeste,2024-01-06,10
Pré-Treino,Growth,99.43,70,Sudeste,2024-02-23,5
Pré-Treino,Dark Lab,133.69,85,Norte,2024-01-26,1
Creatina,Max Titanium,88.61,55,Norte,2024-02-20,1
Creatina,Growth,67.17,50,Nordeste,2024-01-06,1
Hiper Calórico,Integral Médica,130.11,112,Sul,2024-01-10,8
Creatina,Max Titanium,66.07,55,Sul,2024-01-01,1
Pré-Treino,Dark Lab,105.7,85,Sul,2024-01-21,8
Pré-Treino,Growth,89.12,70,Centro-Oeste,2024-02-29,8
Hiper Calórico,Dark Lab,182.78,120,Centro-Oeste,2024-01-09,8
Whey,Dark Lab,119.55,100,Sul,2024-02-27,1
Whey,Integral Médica,145.83,92,Norte,2024-01-09,10
Pré-Treino,Probiótica,101.21,73,Nordeste,2024-01-11,7
BCAA,Integral Médica,105.25,62,Norte,2024-01-19,3
Hiper Calórico,Probiótica,183.06,113,Nordeste,2024-01-25,8
Hiper Calórico,Dark Lab,160.42,120,Nordeste,2024-01-11,8
BCAA,Growth,102.82,60,Norte,2024-01-06,6
Creatina,Probiótica,74.32,53,Nordeste,2024-01-07,4
Hiper Calórico,Dark Lab,183.48,120,Norte,2024-02-18,3
Creatina,Growth,73.27,50,Norte,2024-01-11,1
Hiper Calórico,Max Titanium,143.41,115,Sul,2024-01-16,5
Creatina,Integral Médica,83.94,52,Norte,2024-01-21,2
Hiper Calórico,Growth,129.2,110,Sul,2024-02-09,7
Creatina,Growth,76.03,50,Norte,2024-02-25,8
Creatina,Probiótica,82.14,53,Centro-Oeste,2024-02-03,7
Creatina,Growth,61.99,50,Sul,2024-01-22,9
Whey,Growth,126.4,90,Centro-Oeste,2024-02-15,5
Pré-Treino,Dark Lab,116.34,85,Nordeste,2024-02-13,5
Creatina,Integral Médica,79.88,52,Nordeste,2024-01-21,8
Whey,Probiótica,145.64,93,Centro-Oeste,2024-01-25,4
Hiper Calórico,Probiótica,182.85,113,Norte,2024-01-01,5
BCAA,Integral Médica,89.41,62,Nordeste,2024-01-10,9
Hiper Calórico,Probiótica,178.65,113,Norte,2024-01-21,7
Hiper Calórico,Integral Médica,171.23,112,Norte,2024-01-23,3
Pré-Treino,Dark Lab,127.5,85,Nordeste,2024-02-21,3
Hiper Calórico,Integral Médica,143.39,112,Centro-Oeste,2024-01-06,5
Hiper Calórico,Dark Lab,194.02,120,Norte,2024-01-15,5
Hiper Calórico,Probiótica,169.46,113,Nordeste,2024-02-10,8
Whey,Max Titanium,154.95,95,Nordeste,2024-02-23,3
BCAA,Max Titanium,97.98,65,Norte,2024-02-04,6
Pré-Treino,Dark Lab,100.75,85,Sul,2024-01-15,10
BCAA,Max Titanium,82.29,65,Sul,2024-01-03,7
Hiper Calórico,Growth,154.58,110,Sudeste,2024-01-06,4
Creatina,Probiótica,83.29,53,Centro-Oeste,2024-03-01,5
Pré-Treino,Integral Médica,107.15,72,Centro-Oeste,2024-01-14,8
Whey,Dark Lab,155.62,100,Centro-Oeste,2024-01-12,7
Creatina,Integral Médica,82.87,52,Norte,2024-02-08,9
Whey,Max Titanium,134.93,95,Sudeste,2024-01-20,8
BCAA,Probiótica,87.37,63,Sul,2024-02-21,1
Whey,Probiótica,124.96,93,Sudeste,2024-01-23,10
Pré-Treino,Max Titanium,112.52,75,Centro-Oeste,2024-01-03,1
Creatina,Probiótica,77.83,53,Centro-Oeste,2024-02-15,5
BCAA,Dark Lab,82.99,70,Sul,2024-01-17,1
Hiper Calórico,Integral Médica,156.54,112,Centro-Oeste,2024-02-16,2
Pré-Treino,Dark Lab,133.06,85,Centro-Oeste,2024-02-04,4
Hiper Calórico,Dark Lab,178.15,120,Sudeste,2024-02-13,5
BCAA,Integral Médica,76.62,62,Sudeste,2024-02-27,9
Creatina,Max Titanium,91.89,55,Norte,2024-02-08,9
Whey,Growth,140.48,90,Centro-Oeste,2024-02-08,5
Creatina,Dark Lab,88.58,60,Sudeste,2024-02-07,2
Whey,Probiótica,130.26,93,Nordeste,2024-02-26,2
Creatina,Max Titanium,93.38,55,Norte,2024-01-30,9
Whey,Max Titanium,145.39,95,Nordeste,2024-02-27,4
Pré-Treino,Growth,97.67,70,Sudeste,2024-01-23,3
BCAA,Probiótica,77.16,63,Sul,2024-02-12,8
Hiper Calórico,Probiótica,152.71,113,Centro-Oeste,2024-01-03,4
Creatina,Growth,62.78,50,Sudeste,2024-01-20,9
Creatina,Max Titanium,72.74,55,Centro-Oeste,2024-02-28,9
Pré-Treino,Growth,93.56,70,Sudeste,2024-01-09,6
Hiper Calórico,Growth,151.36,110,Sul,2024-01-25,7
Hiper Calórico,Max Titanium,157.2,115,Nordeste,2024-02-08,1
Creatina,Growth,63.74,50,Sudeste,2024-01-06,3
Pré-Treino,Dark Lab,114.27,85,Sudeste,2024-02-20,9
BCAA,Dark Lab,102.69,70,Sudeste,2024-01-21,8
Creatina,Integral Médica,60.34,52,Sul,2024-01-01,7
Whey,Probiótica,149.11,93,Norte,2024-02-29,3
Pré-Treino,Dark Lab,119.16,85,Sul,2024-02-26,4
Creatina,Probiótica,80.2,53,Centro-Oeste,2024-01-11,6
Creatina,Growth,68.5,50,Centro-Oeste,2024-01-06,2
BCAA,Dark Lab,115.21,70,Norte,2024-01-24,9
Creatina,Max Titanium,80.88,55,Nordeste,2024-01-18,10
BCAA,Growth,82.66,60,Nordeste,2024-01-14,1
Whey,Integral Médica,117.79,92,Sul,2024-01-07,10
Whey,Integral Médica,117.45,92,Sudeste,2024-02-06,8
Hiper Calórico,Integral Médica,179.85,112,Nordeste,2024-02-22,10
Pré-Treino,Integral Médica,88.64,72,Sul,2024-01-26,9
Hiper Calórico,Growth,134.21,110,Sudeste,2024-01-29,9
Pré-Treino,Integral Médica,101.1,72,Nordeste,2024-01-29,10
Creatina,Probiótica,70.41,53,Nordeste,2024-02-02,1
Hiper Calórico,Integral Médica,165.23,112,Centro-Oeste,2024-01-09,4
Pré-Treino,Integral Médica,82.73,72,Sul,2024-01-23,8
BCAA,Dark Lab,92.13,70,Centro-Oeste,2024-02-04,9
Hiper Calórico,Integral Médica,157.17,112,Nordeste,2024-01-19,10
Whey,Integral Médica,137.41,92,Nordeste,2024-02-28,7
Hiper Calórico,Max Titanium,169.57,115,Norte,2024-01-16,10
Creatina,Dark Lab,77.82,60,Sudeste,2024-01-19,9
Hiper Calórico,Max Titanium,146.96,115,Sudeste,2024-01-25,7
BCAA,Probiótica,93.22,63,Nordeste,2024-01-24,10
Whey,Probiótica,141.88,93,Centro-Oeste,2024-02-19,7
Whey,Max Titanium,147.25,95,Centro-Oeste,2024-01-28,1
Creatina,Growth,75.16,50,Norte,2024-01-29,6
BCAA,Probiótica,102.24,63,Norte,2024-01-18,1
Pré-Treino,Integral Médica,123.56,72,Norte,2024-02-29,4
Hiper Calórico,Dark Lab,189.18,120,Norte,2024-01-08,5
Creatina,Dark Lab,93.38,60,Norte,2024-02-07,10
Whey,Probiótica,106.99,93,Sul,2024-02-06,4
Creatina,Max Titanium,68.77,55,Sudeste,2024-02-19,5
Hiper Calórico,Probiótica,159.63,113,Nordeste,2024-03-01,6
Creatina,Dark Lab,84.49,60,Centro-Oeste,2024-01-05,8
Creatina,Probiótica,64.81,53,Sul,2024-01-08,4
Creatina,Growth,63.37,50,Centro-Oeste,2024-02-06,10
Whey,Max Titanium,141.06,95,Norte,2024-02-18,4
BCAA,Probiótica,89.8,63,Sudeste,2024-02-06,1
Creatina,Max Titanium,67.19,55,Sul,2024-02-12,2
Whey,Integral Médica,114.73,92,Sudeste,2024-02-13,6
BCAA,Dark Lab,113.17,70,Nordeste,2024-02-25,9
Whey,Max Titanium,131.86,95,Centro-Oeste,2024-02-25,9
Pré-Treino,Growth,96.37,70,Centro-Oeste,2024-02-09,8
Creatina,Max Titanium,69.89,55,Sul,2024-01-05,4
BCAA,Dark Lab,84.34,70,Sul,2024-01-17,4
Pré-Treino,Dark Lab,132.77,85,Norte,2024-02-24,1
Hiper Calórico,Integral Médica,149.92,112,Nordeste,2024-01-18,8
Pré-Treino,Max Titanium,105.07,75,Norte,2024-01-24,3
Hiper Calórico,Dark Lab,166.78,120,Sudeste,2024-01-10,2
Whey,Growth,110.74,90,Sudeste,2024-02-17,1
Hiper Calórico,Growth,188.09,110,Norte,2024-02-13,3
Hiper Calórico,Max Titanium,150.41,115,Sul,2024-01-26,1
Whey,Dark Lab,134.24,100,Sul,2024-01-17,4
BCAA,Probiótica,84.47,63,Centro-Oeste,2024-01-04,8
Pré-Treino,Probiótica,120.46,73,Norte,2024-01-19,2
Pré-Treino,Growth,97.67,70,Sul,2024-01-25,10
Whey,Growth,126.38,90,Sul,2024-01-04,1
Creatina,Max Titanium,81.35,55,Centro-Oeste,2024-02-24,4
Hiper Calórico,Max Titanium,161.79,115,Centro-Oeste,2024-01-11,7
Pré-Treino,Dark Lab,115.09,85,Centro-Oeste,2024-02-25,1
Pré-Treino,Probiótica,103.45,73,Sudeste,2024-02-22,8
Hiper Calórico,Growth,186.86,110,Norte,2024-02-12,10
Hiper Calórico,Growth,145.6,110,Sul,2024-02-27,7
Pré-Treino,Integral Médica,109.81,72,Centro-Oeste,2024-01-03,6
Creatina,Integral Médica,73.81,52,Centro-Oeste,2024-01-15,9
BCAA,Max Titanium,85.54,65,Centro-Oeste,2024-01-28,7
Whey,Probiótica,124.19,93,Sudeste,2024-01-28,8
Hiper Calórico,Integral Médica,142.84,112,Sul,2024-01-01,4
BCAA,Probiótica,99.3,63,Nordeste,2024-01-31,3
Hiper Calórico,Probiótica,161.98,113,Sudeste,2024-02-29,3
Whey,Max Titanium,130.35,95,Sul,2024-01-15,10
Whey,Growth,130.25,90,Sudeste,2024-02-29,9
BCAA,Integral Médica,86.21,62,Nordeste,2024-02-16,1
Pré-Treino,Probiótica,91.14,73,Sudeste,2024-02-24,2
BCAA,Growth,86.31,60,Centro-Oeste,2024-01-21,8
Whey,Growth,135.87,90,Norte,2024-02-22,6
Hiper Calórico,Probiótica,169.24,113,Centro-Oeste,2024-01-08,1
Hiper Calórico,Max Titanium,146.2,115,Sul,2024-01-30,8
Hiper Calórico,Max Titanium,131.16,115,Sul,2024-01-25,4
Pré-Treino,Max Titanium,92.11,75,Sudeste,2024-02-25,3
Whey,Integral Médica,122.76,92,Centro-Oeste,2024-01-10,3
Creatina,Integral Médica,65.67,52,Sul,2024-01-09,9
Creatina,Probiótica,65.16,53,Sul,2024-01-07,3
Pré-Treino,Dark Lab,133.01,85,Centro-Oeste,2024-01-29,2
Pré-Treino,Max Titanium,99.73,75,Sul,2024-02-11,5
BCAA,Integral Médica,77.31,62,Sul,2024-02-23,5
Creatina,Dark Lab,98.98,60,Nordeste,2024-01-07,1
Creatina,Probiótica,83.39,53,Centro-Oeste,2024-01-30,4
Pré-Treino,Probiótica,88.8,73,Sul,2024-01-08,10
Pré-Treino,Growth,114.64,70,Nordeste,2024-01-20,4
Whey,Max Titanium,129.23,95,Nordeste,2024-01-22,6
BCAA,Probiótica,87.89,63,Nordeste,2024-02-24,8
Creatina,Dark Lab,91.24,60,Centro-Oeste,2024-01-31,5
Whey,Integral Médica,147.17,92,Norte,2024-02-02,8
BCAA,Growth,83.38,60,Sudeste,2024-02-15,7
Pré-Treino,Max Titanium,101.15,75,Sudeste,2024-01-07,3
BCAA,Dark Lab,84.18,70,Sudeste,2024-02-08,3
BCAA,Dark Lab,96.98,70,Sul,2024-02-15,9
Whey,Growth,116.67,90,Sudeste,2024-02-25,5
Creatina,Max Titanium,66.34,55,Sudeste,2024-02-27,9
Hiper Calórico,Growth,158.92,110,Centro-Oeste,2024-01-02,1
Creatina,Dark Lab,90.92,60,Norte,2024-01-07,1
Hiper Calórico,Probiótica,153.26,113,Sudeste,2024-02-01,9
BCAA,Max Titanium,99.07,65,Nordeste,2024-02-15,3
Pré-Treino,Probiótica,101.21,73,Sul,2024-02-24,10
Hiper Calórico,Dark Lab,174.11,120,Norte,2024-01-27,2
Hiper Calórico,Integral Médica,154.82,112,Norte,2024-01-10,3
Creatina,Growth,71.62,50,Sudeste,2024-02-12,7
Pré-Treino,Max Titanium,110.75,75,Centro-Oeste,2024-02-02,9
Creatina,Growth,67.91,50,Sul,2024-02-19,9
Pré-Treino,Growth,90.22,70,Sul,2024-02-17,7
Whey,Dark Lab,135.45,100,Sudeste,2024-03-01,1
Creatina,Max Titanium,87.54,55,Norte,2024-01-23,6
BCAA,Integral Médica,83.15,62,Sul,2024-02-02,9
BCAA,Probiótica,74.44,63,Sul,2024-02-15,6
BCAA,Dark Lab,98.17,70,Sudeste,2024-01-20,2
Whey,Max Titanium,117.54,95,Sul,2024-01-15,6
Creatina,Integral Médica,81.29,52,Norte,2024-02-01,10
Creatina,Integral Médica,72.14,52,Nordeste,2024-01-18,5
Creatina,Integral Médica,77.5,52,Nordeste,2024-01-13,3
Pré-Treino,Max Titanium,110.22,75,Nordeste,2024-02-12,7
Whey,Integral Médica,120.91,92,Sudeste,2024-01-21,2
Whey,Max Titanium,139.54,95,Norte,2024-02-26,1
Whey,Max Titanium,118.42,95,Sul,2024-02-12,8
Pré-Treino,Dark Lab,113.37,85,Centro-Oeste,2024-01-14,1
Hiper Calórico,Growth,138.63,110,Centro-Oeste,2024-01-06,10
Creatina,Growth,77.15,50,Centro-Oeste,2024-01-07,6
Creatina,Growth,72.39,50,Nordeste,2024-01-21,8
Whey,Integral Médica,131.73,92,Centro-Oeste,2024-02-25,8
BCAA,Growth,84.72,60,Sul,2024-01-02,7
BCAA,Growth,102.76,60,Norte,2024-01-15,5
Whey,Max Titanium,141.17,95,Centro-Oeste,2024-03-01,8
BCAA,Growth,96.86,60,Norte,2024-02-27,10
Hiper Calórico,Max Titanium,179.7,115,Nordeste,2024-02-26,6
Creatina,Dark Lab,91.49,60,Nordeste,2024-02-20,1
Pré-Treino,Integral Médica,105.97,72,Centro-Oeste,2024-01-12,8
Hiper Calórico,Probiótica,143.86,113,Sudeste,2024-02-06,10
Hiper Calórico,Max Titanium,149.94,115,Centro-Oeste,2024-02-27,9
Creatina,Growth,83.87,50,Norte,2024-02-09,3
Whey,Max Titanium,152.48,95,Norte,2024-02-28,10
BCAA,Max Titanium,89.35,65,Sul,2024-02-18,7
Pré-Treino,Dark Lab,142.89,85,Norte,2024-01-30,5
Creatina,Max Titanium,73.73,55,Sudeste,2024-02-22,1
Hiper Calórico,Growth,172.5,110,Nordeste,2024-02-10,6
Pré-Treino,Integral Médica,102.36,72,Nordeste,2024-02-04,4
Whey,Integral Médica,143.6,92,Nordeste,2024-02-16,9
Whey,Max Titanium,109.14,95,Sul,2024-02-16,4
BCAA,Dark Lab,109.74,70,Centro-Oeste,2024-01-30,1
Pré-Treino,Dark Lab,142.23,85,Norte,2024-01-17,9
Hiper Calórico,Max Titanium,162.15,115,Nordeste,2024-02-21,1
Pré-Treino,Dark Lab,122.97,85,Sudeste,2024-02-14,1
Whey,Integral Médica,108.36,92,Sul,2024-01-07,4
Creatina,Growth,69.01,50,Sudeste,2024-01-30,10
Creatina,Growth,61.31,50,Sudeste,2024-01-04,4
Whey,Probiótica,159.59,93,Norte,2024-02-26,8
Pré-Treino,Growth,100.8,70,Nordeste,2024-02-12,6
Pré-Treino,Growth,105.79,70,Norte,2024-01-09,3
Creatina,Dark Lab,84.83,60,Sudeste,2024-01-17,5
BCAA,Growth,85.21,60,Nordeste,2024-02-24,6
Hiper Calórico,Max Titanium,175.39,115,Nordeste,2024-01-02,6
Creatina,Integral Médica,67.32,52,Centro-Oeste,2024-01-28,4
BCAA,Max Titanium,89.96,65,Nordeste,2024-01-13,3
Hiper Calórico,Growth,163.68,110,Nordeste,2024-01-02,9
BCAA,Probiótica,79.14,63,Sul,2024-01-29,10
Pré-Treino,Integral Médica,105.6,72,Sudeste,2024-02-14,8
Creatina,Integral Médica,81.57,52,Nordeste,2024-02-06,9
BCAA,Max Titanium,84.48,65,Sudeste,2024-01-26,5
Pré-Treino,Integral Médica,103.02,72,Centro-Oeste,2024-02-29,3
Whey,Dark Lab,127.93,100,Sudeste,2024-02-13,7
Creatina,Integral Médica,77.92,52,Sudeste,2024-02-17,8
Whey,Max Titanium,137.03,95,Nordeste,2024-01-06,2
Pré-Treino,Growth,96.89,70,Nordeste,2024-02-08,2
BCAA,Max Titanium,99.83,65,Norte,2024-02-14,7
Creatina,Integral Médica,70.23,52,Nordeste,2024-02-26,5
Pré-Treino,Growth,103.76,70,Norte,2024-02-27,10
BCAA,Growth,91.13,60,Norte,2024-01-11,4
BCAA,Max Titanium,96.55,65,Nordeste,2024-02-24,9
Whey,Max Titanium,132.71,95,Norte,2024-02-23,10
Hiper Calórico,Integral Médica,131.82,112,Sul,2024-01-17,6
Pré-Treino,Dark Lab,131.08,85,Norte,2024-02-14,9
Creatina,Dark Lab,82.83,60,Centro-Oeste,2024-02-12,9
Creatina,Integral Médica,70.83,52,Sul,2024-02-27,1
BCAA,Max Titanium,86.28,65,Nordeste,2024-02-24,3
Pré-Treino,Max Titanium,105.32,75,Centro-Oeste,2024-01-11,8
Pré-Treino,Max Titanium,96.84,75,Centro-Oeste,2024-01-01,9
Whey,Max Titanium,131.48,95,Nordeste,2024-02-06,4
Whey,Max Titanium,148.79,95,Norte,2024-01-17,1
BCAA,Probiótica,93.23,63,Nordeste,2024-02-04,7
Pré-Treino,Integral Médica,99.34,72,Nordeste,2024-02-28,6
Whey,Dark Lab,129.49,100,Centro-Oeste,2024-01-22,1
Creatina,Probiótica,88.3,53,Norte,2024-01-29,4
BCAA,Dark Lab,104.89,70,Norte,2024-01-25,1
BCAA,Integral Médica,88.29,62,Sul,2024-02-29,1
Pré-Treino,Probiótica,112.84,73,Centro-Oeste,2024-03-01,5
Pré-Treino,Dark Lab,134.08,85,Nordeste,2024-01-19,2
Whey,Growth,127.01,90,Sul,2024-01-11,6
Hiper Calórico,Dark Lab,171.0,120,Sul,2024-02-07,6
BCAA,Integral Médica,80.3,62,Sul,2024-01-03,6
BCAA,Growth,75.99,60,Sudeste,2024-01-14,1
Hiper Calórico,Integral Médica,168.28,112,Norte,2024-01-11,10
Whey,Growth,117.54,90,Sudeste,2024-01-25,1
Hiper Calórico,Integral Médica,134.39,112,Sul,2024-02-19,3
Pré-Treino,Max Titanium,114.86,75,Centro-Oeste,2024-01-24,8
Whey,Integral Médica,111.92,92,Sul,2024-01-20,6
BCAA,Dark Lab,117.26,70,Norte,2024-02-29,4
Pré-Treino,Dark Lab,139.73,85,Nordeste,2024-01-20,9
BCAA,Probiótica,85.94,63,Centro-Oeste,2024-01-11,10
Creatina,Max Titanium,72.41,55,Sul,2024-02-09,10
BCAA,Max Titanium,98.54,65,Norte,2024-01-25,10
Pré-Treino,Dark Lab,132.04,85,Nordeste,2024-02-22,10
Whey,Growth,120.96,90,Sudeste,2024-01-07,7
Hiper Calórico,Dark Lab,184.45,120,Centro-Oeste,2024-01-22,5
Whey,Dark Lab,161.17,100,Nordeste,2024-02-01,9
Pré-Treino,Dark Lab,114.2,85,Sul,2024-01-02,9
Pré-Treino,Max Titanium,101.36,75,Centro-Oeste,2024-02-08,3
Creatina,Growth,62.42,50,Sudeste,2024-01-22,5
Hiper Calórico,Probiótica,165.3,113,Sudeste,2024-01-26,10
Hiper Calórico,Integral Médica,142.15,112,Sul,2024-02-17,8
BCAA,Probiótica,104.8,63,Norte,2024-02-07,3
Hiper Calórico,Dark Lab,185.14,120,Nordeste,2024-01-31,7
Pré-Treino,Probiótica,101.51,73,Nordeste,2024-02-18,9
Hiper Calórico,Dark Lab,193.05,120,Norte,2024-02-10,6
Hiper Calórico,Growth,148.25,110,Centro-Oeste,2024-02-05,5
Whey,Dark Lab,149.57,100,Centro-Oeste,2024-02-22,3
Hiper Calórico,Integral Médica,161.98,112,Nordeste,2024-01-07,10
Pré-Treino,Growth,106.99,70,Centro-Oeste,2024-02-09,10
Hiper Calórico,Max Titanium,153.37,115,Sudeste,2024-01-09,9
Pré-Treino,Dark Lab,140.4,85,Norte,2024-01-15,2
Hiper Calórico,Growth,126.43,110,Sul,2024-01-28,4
Hiper Calórico,Integral Médica,168.14,112,Norte,2024-02-18,6
Pré-Treino,Dark Lab,128.89,85,Norte,2024-02-28,5
Hiper Calórico,Probiótica,188.09,113,Norte,2024-02-27,8
Creatina,Probiótica,73.11,53,Nordeste,2024-02-27,8
Pré-Treino,Probiótica,94.32,73,Sul,2024-02-14,6
Hiper Calórico,Max Titanium,160.87,115,Sudeste,2024-01-20,8
Pré-Treino,Dark Lab,122.53,85,Nordeste,2024-03-01,4
Creatina,Integral Médica,80.32,52,Nordeste,2024-02-20,6
BCAA,Growth,87.4,60,Norte,2024-01-11,7
Whey,Integral Médica,132.88,92,Sudeste,2024-02-04,4
Creatina,Integral Médica,71.71,52,Centro-Oeste,2024-01-12,1
Pré-Treino,Max Titanium,97.74,75,Centro-Oeste,2024-02-29,5
Whey,Integral Médica,139.69,92,Norte,2024-01-15,6
Whey,Max Titanium,132.8,95,Sul,2024-02-24,10
Hiper Calórico,Probiótica,156.48,113,Sudeste,2024-01-11,4
BCAA,Integral Médica,95.49,62,Norte,2024-02-10,5
Hiper Calórico,Probiótica,155.93,113,Sul,2024-01-31,2
Creatina,Max Titanium,69.86,55,Centro-Oeste,2024-01-28,6
BCAA,Max Titanium,75.05,65,Sul,2024-01-21,2
Creatina,Dark Lab,82.8,60,Sudeste,2024-02-13,8
BCAA,Integral Médica,72.94,62,Sul,2024-01-27,5
Pré-Treino,Dark Lab,131.9,85,Nordeste,2024-01-02,9
BCAA,Growth,93.52,60,Centro-Oeste,2024-01-02,2
Hiper Calórico,Probiótica,156.33,113,Sudeste,2024-02-08,10
Whey,Dark Lab,134.93,100,Sudeste,2024-01-10,3
BCAA,Max Titanium,94.78,65,Sudeste,2024-01-16,5
Hiper Calórico,Dark Lab,198.63,120,Norte,2024-01-15,10
Creatina,Growth,69.41,50,Sudeste,2024-01-29,3
Creatina,Growth,62.03,50,Sul,2024-02-24,8
Whey,Probiótica,124.76,93,Sudeste,2024-02-15,6
BCAA,Growth,72.14,60,Sudeste,2024-02-24,10
Whey,Dark Lab,144.25,100,Centro-Oeste,2024-02-16,4
Whey,Growth,146.67,90,Nordeste,2024-02-26,6
BCAA,Dark Lab,114.04,70,Norte,2024-02-22,1
Whey,Max Titanium,153.41,95,Nordeste,2024-01-28,4
Whey,Probiótica,141.04,93,Norte,2024-01-07,6
Whey,Integral Médica,134.41,92,Centro-Oeste,2024-01-30,9
BCAA,Max Titanium,89.6,65,Sul,2024-02-16,3
Whey,Integral Médica,152.08,92,Norte,2024-02-01,2
BCAA,Dark Lab,88.67,70,Sudeste,2024-02-03,7
Creatina,Integral Médica,72.07,52,Sudeste,2024-02-28,10
BCAA,Integral Médica,81.24,62,Sul,2024-02-29,1
Creatina,Integral Médica,75.02,52,Nordeste,2024-02-09,6
Hiper Calórico,Growth,162.55,110,Nordeste,2024-02-09,8
BCAA,Growth,83.51,60,Nordeste,2024-02-13,4
Hiper Calórico,Max Titanium,147.25,115,Sudeste,2024-01-12,4
Creatina,Dark Lab,93.65,60,Centro-Oeste,2024-01-26,1
Pré-Treino,Max Titanium,99.07,75,Centro-Oeste,2024-02-23,7
Hiper Calórico,Integral Médica,142.75,112,Centro-Oeste,2024-01-06,2
BCAA,Dark Lab,88.84,70,Sudeste,2024-02-24,3
Hiper Calórico,Integral Médica,148.3,112,Sudeste,2024-01-12,10
Creatina,Growth,67.07,50,Nordeste,2024-02-23,10
Whey,Growth,114.35,90,Sul,2024-01-07,5
Creatina,Growth,71.66,50,Centro-Oeste,2024-01-25,2
Creatina,Growth,78.22,50,Norte,2024-03-01,8
Creatina,Growth,66.23,50,Sul,2024-01-11,10
BCAA,Dark Lab,111.0,70,Nordeste,2024-01-04,5
Whey,Growth,125.5,90,Sul,2024-02-04,2
BCAA,Max Titanium,80.76,65,Sul,2024-02-20,8
Hiper Calórico,Dark Lab,173.65,120,Sudeste,2024-01-14,8
Pré-Treino,Max Titanium,105.62,75,Norte,2024-02-28,3
Hiper Calórico,Probiótica,188.63,113,Norte,2024-01-08,9
Creatina,Max Titanium,94.15,55,Norte,2024-02-16,2
Whey,Dark Lab,142.35,100,Norte,2024-02-22,1
BCAA,Probiótica,106.87,63,Norte,2024-02-26,1
Hiper Calórico,Integral Médica,159.9,112,Centro-Oeste,2024-02-24,6
Pré-Treino,Integral Médica,102.56,72,Centro-Oeste,2024-01-18,8
Pré-Treino,Max Titanium,92.19,75,Sul,2024-02-10,4
Hiper Calórico,Max Titanium,162.59,115,Sudeste,2024-01-18,8
Whey,Probiótica,130.08,93,Sudeste,2024-01-07,8
Hiper Calórico,Dark Lab,174.46,120,Centro-Oeste,2024-02-14,9
Whey,Dark Lab,147.27,100,Sudeste,2024-01-30,1
BCAA,Growth,84.23,60,Norte,2024-02-01,2
Pré-Treino,Max Titanium,102.68,75,Sul,2024-01-29,9
Pré-Treino,Dark Lab,135.12,85,Nordeste,2024-02-20,9
Hiper Calórico,Probiótica,177.45,113,Norte,2024-02-06,2
Hiper Calórico,Growth,158.64,110,Nordeste,2024-01-09,8
Whey,Integral Médica,132.37,92,Sudeste,2024-01-03,7
Hiper Calórico,Integral Médica,148.27,112,Nordeste,2024-01-10,9
Whey,Max Titanium,161.53,95,Norte,2024-02-06,9
BCAA,Probiótica,91.92,63,Centro-Oeste,2024-02-16,1
Hiper Calórico,Probiótica,160.67,113,Nordeste,2024-02-22,9
BCAA,Growth,95.24,60,Norte,2024-01-06,4
Creatina,Growth,77.67,50,Centro-Oeste,2024-01-07,5
Pré-Treino,Integral Médica,100.36,72,Sul,2024-01-18,6
Whey,Dark Lab,140.88,100,Sul,2024-01-22,6
Pré-Treino,Growth,91.38,70,Sul,2024-02-19,3
BCAA,Integral Médica,85.38,62,Sul,2024-02-23,10
Hiper Calórico,Probiótica,151.03,113,Sudeste,2024-01-16,1
